title,description,prod_details,ASIN,Manfacturer
Hidesign Women Sling Bag (Blue),  Leather material blue colored sling bag    14 centimeters height x 24 centimeters length x 7 centimeters width    Zip closure    2 compartments and 1 pocket    1 year domestic warranty against manufacturing defects   ,  Product Dimensions:24 x 7 x 14 cm; 400 Grams   Date First Available:12 June 2019   Manufacturer:Isle Locada   ASIN:B07SYJL1P7   Item model number:EE SANTORONI 04   Country of Origin:India   Department:Women   Manufacturer:Isle Locada   Item Weight:400 g   Item Dimensions LxWxH:24 x 7 x 14 Centimeters   Net Quantity:1 count   Included Components:Sling Bag   Generic Name:SLING BAG  ,B07SYJL1P7,Isle Locada
Safari Sheild 26 Ltrs Water Resistant Casual Backpack - (SHEILD19CBBLK),"  100% Polyester, High Quality, Durable and Water Resistant Fabric    Front storage pocket keeps smaller items neatly organized and easy to access    Mesh pockets on both sides to accommodate your water bottle and umbrella    Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects    Special Features: Lightweight; Closure Type: Zipper; Age Range Description: Adult   ","  Product Dimensions:32 x 46 x 16 cm; 350 Grams   Date First Available:22 July 2021   Manufacturer:Safari Industries   ASIN:B09B26T7KQ   Item model number:SHEILD19CBBLU   Country of Origin:India   Department:Unisex-adult   Manufacturer:Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059   Packer:302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059   Importer:302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059   Item Weight:350 g   Item Dimensions LxWxH:32 x 46 x 16 Centimeters   Generic Name:Backpack  ",B09B26T7KQ,Safari Industries
MOKOBARA The Transit Backpack Laptop Bag for Men and Women,"  Care Instructions: Wipe with Damp Cloth    CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Light Brown, Water resistant: Yes    MOST FEATURE RICH BACKPACK: Front bucket pocket: Retractable key holder, Card holder, Slip pockets, Zippered pocket, Flat opening tech compartment: 5 pockets to store all your tech accessories, Padded laptop compartment with lock strap, Fits up to a 16” laptop    INDUSTRY BEST FUNCTIONAL BACKPACK: 2 Hidden bottle/umbrella pocket, Hidden magnetic passport pocket, 10 thoughtfully designed pockets, Luggage sleeve, Silicon grab handle, Padded shoulder straps, Easy length adjustment buckles    MAXED OUT STORAGE: Dimension: 48 x 31 x 16 cm, Capacity: 24L    MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI)   ","  Product Dimensions:15.98 x 30.99 x 47.98 cm; 1.68 Kilograms   Date First Available:10 March 2022   Manufacturer:Designed By Mokobara Lifestyle Private Limited, Bangalore.   ASIN:B09V7R98XC   Item model number:Transit_PC   Country of Origin:China   Department:Unisex-adult   Manufacturer:Designed By Mokobara Lifestyle Private Limited, Bangalore., Designed By Mokobara   Packer:Mokobara Lifestyle Private Limited, Bangalore.   Importer:Mokobara Lifestyle Private Limited, Bangalore. Customer Care: Email : hello@mokobara.com Contact no. 7975298840 (10:30AM - 5:30PM MON-FRI)   Item Weight:1 kg 680 g   Item Dimensions LxWxH:16 x 31 x 48 Centimeters   Net Quantity:1.00 count   Generic Name:Backpack  ",B09V7R98XC,"Designed By Mokobara Lifestyle Private Limited, Bangalore."
uppercase Medium 21 Ltrs Office Overnighter (14.6 inch) Laptop Backpack 2700EBP1 3x More Water Repellent Sustainable Bags with Rain Proof Zippers Maroon,  Care Instructions: Wipe with Damp Cloth    Handcrafted with care and made up of premium quality robust material; Wrinkle free bag and 3x more water resistant with Rainproof zippers   ,"  Product Dimensions:17 x 29 x 41.5 cm; 545 Grams   Date First Available:4 August 2022   Manufacturer:Acefour Accessories Pvt. Ltd.   ASIN:B0B8NV9YX3   Item model number:2700EBP1MRN   Country of Origin:India   Department:Unisex-adult   Manufacturer:Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India   Item Weight:545 g   Item Dimensions LxWxH:17 x 29 x 41.5 Centimeters  ",B0B8NV9YX3,Acefour Accessories Pvt. Ltd.
Afco Bags 40Liters Lightweight Fashionable Printed Casual College bags Best Laptop Backpacks Stylish School/College/Office/Travel Backpack For Men & Women,"  Generous overall size of 15 x 10 x 19 inches (LxBxH); 4 Compartments , including a padded laptop compartment ideal for carrying laptops up to 14 inches    It is sample in look but is very comfortable and it of high quality || ALL MATERIAL USED ARE MADE IN INDIA || Can be used as a laptop bag , school bag , casual backpack , college bag , backpack ,etc    Stylish & High Grade Quality Fabric; Ideal For Students, Professionals, Travelers And Daily Commuters And Also Best To Carry In Business Meetings Light Weight Bag.    Care Instructions: Hand Wash Only || Material : Polyester || Color: TBlue || Pattern : Printed || Style : Regular || Type : Backpacks || Gender : Unisex   ",  Product Dimensions:48 x 25 x 48 cm   Date First Available:7 November 2022   Manufacturer:AFCO BAGS   ASIN:B0BLP5V3C8   Item model number:901   Country of Origin:India   Department:Unisex-adult   Manufacturer:AFCO BAGS   Item Dimensions LxWxH:48 x 25 x 48 Centimeters   Net Quantity:1.00 count  ,B0BLP5V3C8,AFCO BAGS
EUME Alexis 31 Ltrs Laptop Backpack Fit Up to 15.6 Inch Laptop,"  EUME's Made in India Laptop Backpack, made of High Quality PU Fabric. The inside has Polyester Lining 190. This product comes under the Bag/ Backpack/ Laptop Bag/ Laptop Backpack category. Find it in 4 colours - Black, Grey, Maroon, Olive Green    Capacity: 28 Litres ; Weight: 0.480 kgs; Dimensions: Centimeters: 31.8 x 19.1 x 47, Inches: 12.5 x 7.5 x 18.5; Main Compartment: 2; Front Pocket: 2 - Side Pocket to keep your water 1 liter bottle; Side Zip - 1; Padded Internal Laptop Sleeve; Padded Shoulder Straps; Padded Back Panel    Maintenance: Wipe with a clean, dry cloth when needed. This bag is Water & Dust Resistant and has a Premium Quality Zipper and Puller.    Other Specs: This bag can be custom adjusted to different heights for perfect placement and fits most 15-inch laptops. It has an Internal Organization panel, a Top Carry Handle and a Heavy Duty Reversible Zipper   ","  Is Discontinued By Manufacturer:No   Product Dimensions:32 x 19 x 46 cm; 880 Grams   Date First Available:26 October 2018   Manufacturer:Eume   ASIN:B07JQ4P6HZ   Item model number:2400011_A   Country of Origin:India   Department:Unisex-adult   Manufacturer:Eume, EUME, B-2 Nandkishore Ind.Estate off, Mahakali Caves Road, Andheri East Mumbai-400093   Packer:Avon Lifestyle Pvt Ltd, B-2 Nandkishore Ind.Estate off, Mahakali Caves Road, Andheri East Mumbai-400093 customercare@avongroup.in, Customer Care No-9321366003   Item Weight:880 g   Item Dimensions LxWxH:32 x 19 x 46 Centimeters   Included Components:User Guides   Generic Name:Laptop Backpack  ",B07JQ4P6HZ,No
"FATMUG Crossbody Bagpack One Shoulder Chest Sling Bag for Men, Women, Boys & Girls-Casual Daypack, Office, College, Travel, Hiking, Trekking, Cycling, Can hold a 10 inch Tablet, Student Bag-Multicolor","  DURABLE AND WATER RESISTANT-Made from water and tear resistant oxford fabric and sturdy hardware     SPECIFICATIONS: Capacity-20 liters; Weight: 480 grams; Dimensions: 18.5x5x12 In (LxWxH); EVERYTHING ORGANIZED-A main compartment, 2 front zippers, organizer pockets for all your needs     MULTI FUNCTIONAL-Perfect for daily use, office, college, students offering unique carrying styles     TRENDY DESIGN-Enrich your everyday experience with a perfect blend of style and utility; Inner Material Type: Polyester; Department Name: Unisex-Adult     Warranty Description: No Warranty; Pocket Description: Utility Pocket; Style Name: Travel Backpacks; Special Features: Bottle Holder; Strap Type: Shoulder Strap    ","  Product Dimensions:13 x 30 x 47 cm; 490 Grams   Date First Available:6 November 2020   Manufacturer:Fatmug Designs   ASIN:B08MXRJ811   Item model number:600225SWBGA1   Country of Origin:India   Department:Unisex-adult   Manufacturer:Fatmug Designs, Delhi   Item Weight:490 g   Item Dimensions LxWxH:13 x 30 x 47 Centimeters   Net Quantity:1.00 count   Included Components:Sling Bag   Generic Name:Bag  ",B08MXRJ811,Fatmug Designs
Wildcraft 60 Ltrs Black Rucksack (8903338073819),"  Outer material: nylon, color: black    Water resistance: water resistant; dimensions: 34 x 24 x 76 cm (lxwxh)    Color: black   ",  Is Discontinued By Manufacturer:No   Product Dimensions:34 x 24 x 76 cm; 1.17 Kilograms   Date First Available:25 May 2016   Manufacturer:Wildcraft   ASIN:B01G5I8VBK   Item model number:8903338073819   Country of Origin:India   Manufacturer:Wildcraft   Item Weight:1 kg 170 g   Item Dimensions LxWxH:34 x 24 x 76 Centimeters  ,B01G5I8VBK,No
ADISA Women Girls Stripes Cross Body Sling Bag,  Outer Material: PU / Synthetic Leather    Closure: Magnetic Button    No. of Compartments: 2    No. of Pockets: 1    Dimensions: LxWxH - 7.25 x 2.25 x 5.5 inches   ,"  Product Dimensions:18.42 x 13.97 x 5.72 cm; 300 Grams   Date First Available:5 September 2022   Manufacturer:ADISA   ASIN:B0BD63DRLZ   Item model number:SL5100   Country of Origin:India   Department:Women   Manufacturer:ADISA, careadisa@gmail.com   Item Weight:300 g   Item Dimensions LxWxH:18.4 x 14 x 5.7 Centimeters   Net Quantity:1.00 Handbag   Included Components:Sling Bag   Generic Name:Sling Bag  ",B0BD63DRLZ,ADISA
DIVING DEEP Women Backpack Latest School Bag for Girls (Black),"  ?? A perfect pick for daily use, this Polyester Trending Backpack can securely be used to carry mobile phone, cards, cosmetics, umbrella and other daily essential things in a safe, secure and arranged manner. No matter wherever you are heading to, it can be your companion for every hour of need.     ?? Stylish & Fashionable: This bag is designed for modern fashion-conscious individuals who desire style along with functionality. It is a perfect mid-sized bag to carry all the daily essentials while using it as a fashion day-pack, mini travel bag, college backpack etc.     ?? Product Material: It is made using the finest grade Polyester inner fabric to ensure durability at its best. Besides, it has sturdy, non-slip, and comfortable top loop handle as well as adjustable straps at its back to ensure you look cool everywhere - be it shopping, traveling, work or date.     ?? Bag Compartments: This stylish shoulder carry backpack contain 1 large main zippered compartments, 1 front Pocket and 1 inner pocket and mobile pocket to carry anything and everything you want in a secure and arranged manner that fits into this premium backpack.; ?? Zip closure with adjustable strap     Pattern Name: Striped; Special Features: Water Bottle Umbrella Pouch; Compartment Description: Up To 15 Inches; Lining Description: Faux Leather; Water Resistance Level: Waterproof; Color Name: White; Age Range Description: Adult; Strap Type: Shoulder Strap    ",  Product Dimensions:38.1 x 30.48 x 45.72 cm; 400 Grams   Date First Available:14 May 2020   Manufacturer:DIVING DEEP   ASIN:B08F7YYZTJ   Item model number:Blue Bag   Country of Origin:India   Department:Girls   Manufacturer:DIVING DEEP   Item Weight:400 g   Item Dimensions LxWxH:38.1 x 30.5 x 45.7 Centimeters  ,B08F7YYZTJ,DIVING DEEP
Able Classify Laptop Backpack 40 litres - School/College/Casual Backpack.,  Care Instructions: Hand Wash Only    Mesh Padding on back & shoulder strap to provide comfort & better back support    Lightweight backpack made of durable polyester fabric    Mesh pockets on both sides to accommodate your sipper or bottle and umbrella    Dimensions: LxWxH - 18 x 12.5 x 6 inch; Adjustable Shoudler Handles / 2 Bottle holders / Padded Handle / Reflector Logo And one laptop partition.    Warranty: 1 year Warranty against manufacturing defects.   ,  Product Dimensions:45.72 x 31.75 x 15.24 cm; 900 Grams   Date First Available:18 June 2022   Manufacturer:Able Enterprises   ASIN:B0B4G9YJJ7   Item model number:7007   Country of Origin:India   Department:Unisex-adult   Manufacturer:Able Enterprises   Item Weight:900 g   Item Dimensions LxWxH:45.7 x 31.8 x 15.2 Centimeters  ,B0B4G9YJJ7,Able Enterprises
"Victorinox Vx Sport, Scout, Utility Laptop Backpack, 26 Litres Blue (31105109)","  Designed for utility, this spacious backpack has plenty of pockets to keep you organized on the go. Padded compartment with soft, anti-scratch lining holds up to a 16"" (41 cm) laptop. 10"" (25 cm) padded portable electronic device pocket with soft, anti-scratch lining for a tablet or eReader.    Interior organization includes a zippered mesh peripherals. Exterior organization includes two easy-access front zippered pockets and multi-purpose zippered side pockets. Padded, adjustable shoulder straps. Padded back panel with air-flow channels keep the wearer cool for maximum comfort.    Front organizational panel includes full-length zippered pocket, electronics storage pocket, peripherals pocket, mesh ID pocket, pen loop and key fob. Rear sleeve slides over the handle system of wheeled luggage for easy travel with multiple bags.    Dimensions: 27 cms x 34 cms x 46 cms (LxWxH) Capacity: 26 liters Weight: 1 Kg Laptop Size: 16 inch.    The collection uses premium and innovative materials for world-class durability and protection. All products carry the Victorinox 1+10 year warranty and undergo rigorous product testing.    Padded compartment with soft, anti-scratch lining holds up to a 16"" (41 cm) laptop. 10"" (25 cm) padded portable electronic device pocket with soft, anti-scratch lining for a tablet or eReader. Front organizational panel includes full-length zippered pocket, electronics storage pocket, peripherals pocket, mesh ID pocket, pen loop and key fob.   ","  Is Discontinued By Manufacturer:No   Product Dimensions:21 x 27 x 41 cm; 1 Kilograms   Date First Available:20 June 2016   Manufacturer:Victorinox   ASIN:B01EHCPUWO   Item model number:31105109   Country of Origin:Vietnam   Department:Unisex-adult   Manufacturer:Victorinox, Victorinox India Pvt. Ltd - +91 22 62628888   Packer:Victorinox India Pvt. Ltd - +91 22 62628888   Importer:Vietnam   Item Weight:1 kg   Item Dimensions LxWxH:21 x 27 x 41 Centimeters   Net Quantity:1 Count   Generic Name:Laptop Backpack  ",B01EHCPUWO,No
CRALOFT Polyester Side Bag For Men/Sling Bag/Crossbody Tablet Messenger Bag For Office Business Travel (Extra Spacious),"  DIMENSIONS: 7.5 x 3.5 x 11.5 inch (L x W x H); NOTE - You can’t use it as a tiffin bag & Image of the sling shoulder bag may appear bigger or smaller than real, so kindly check the dimensions before placing an order    MATERIAL & COMPARTMENT  - Craloft sling bag for men made up of polyester fabric with 4 compartments (3 pockets & 1 additional tablet compartment)    ADJUSTABLE BELT - The soft adjustable belt of this crossbody sling bag satisfy your different length need    TABLET COMPARTMENT - Carry up to a 11-inch iPads / samsung galaxy / lenovo / realme pads tablets in a specific additional secure 8mm layer section, that protects your device from various elements    Craloft side bag looks compact but is too spacious for carrying all necessities like a wallet, cellphone, charger, earphones, sunglasses, an 11-inch tablet, an A5 book, pens, keys, cards, etc.   ","  Product Dimensions:19.05 x 8.89 x 29.21 cm; 221 Grams   Date First Available:28 February 2022   Manufacturer:Craloft   ASIN:B09TL193PL   Item model number:S1   Country of Origin:India   Department:Men   Manufacturer:Craloft, Craloft, Sidhpur Highway, Beside National Auto Service Center, Kakoshi Char Rasta, pin-384151, Gujarat   Packer:Craloft, Sidhpur Highway, Beside National Auto Service Center, Kakoshi Char Rasta, pin-384151, Gujarat   Item Weight:221 g   Item Dimensions LxWxH:19.1 x 8.9 x 29.2 Centimeters   Net Quantity:1.00 count   Included Components:Sling Bag   Generic Name:Sling Bag  ",B09TL193PL,Craloft
